,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,BodyType,Doors,Seats,Price,extra_word,engine_capacity,engine_power,fuel_consumption_rate,colour_exterior,colour_interior,location_province,location_state
7806,9,2022,23,0,0,0,1,1,700.0,0,4.0,5.0,39990.0,700,3.0,1.0,5.4,5,0,293,1
7807,11,2016,36,6,1,0,2,2,132051.0,6,4.0,5.0,36987.0,1455,6.0,4.0,11.7,0,0,83,2
7808,5,2011,112,0,1,1,4,0,228163.0,0,4.0,5.0,49999.0,224,8.0,4.5,11.9,0,4,248,1
7809,20,2018,108,0,1,0,0,0,65518.0,0,4.0,7.0,42999.0,374,4.0,2.2,7.2,0,7,85,1
7810,16,2018,35,0,1,0,1,2,58408.0,0,4.0,5.0,32499.0,1433,4.0,2.0,6.9,1,6,74,1
7811,7,2019,94,5,1,0,4,0,46112.0,5,4.0,5.0,54905.0,2333,4.0,2.3,7.0,2,10,269,1
7812,14,2015,281,0,1,1,4,2,98089.0,0,2.0,4.0,32999.0,2334,6.0,3.6,11.4,5,3,261,1
7813,13,2023,42,0,0,0,1,2,1.0,0,4.0,7.0,62282.0,2335,6.0,3.5,10.5,2,0,300,1
7814,10,2018,13,0,1,0,0,2,115823.0,0,4.0,7.0,28990.0,1400,4.0,2.4,7.2,5,0,277,2
7815,7,2014,239,0,1,0,1,1,106684.0,0,4.0,5.0,18950.0,164,4.0,1.6,6.3,5,12,257,1
7816,11,2007,36,5,1,1,2,2,215400.0,5,2.0,2.0,13990.0,42,6.0,4.0,10.6,4,3,285,1
7817,5,2014,112,0,1,1,4,0,282320.0,0,4.0,7.0,31600.0,796,4.0,3.0,8.8,5,4,80,1
7818,18,2012,83,0,1,0,0,0,106182.0,0,4.0,7.0,18796.0,249,4.0,2.2,8.1,0,10,261,1
7819,10,2020,204,0,1,0,1,2,61935.0,0,4.0,5.0,26490.0,782,4.0,1.5,7.3,4,4,88,0
7820,14,2013,281,0,1,0,4,2,104568.0,0,4.0,5.0,42990.0,1667,6.0,3.6,11.7,2,3,80,1
7821,11,2014,15,1,1,0,1,2,87419.0,1,4.0,5.0,12999.0,124,4.0,2.2,7.6,0,0,266,1
7822,27,2020,512,2,1,0,2,1,51418.0,2,2.0,4.0,99997.0,2336,8.0,5.0,11.2,3,0,74,1
7823,16,2020,81,0,1,0,0,2,37942.0,0,4.0,7.0,56990.0,835,4.0,2.5,8.8,3,66,74,1
7824,13,2018,165,6,1,0,1,2,63608.0,6,4.0,5.0,21980.0,312,4.0,2.0,7.2,4,6,96,1
7825,30,2018,345,0,1,0,4,0,78303.0,0,4.0,7.0,34890.0,2337,4.0,2.0,5.9,5,7,96,1
7826,18,1999,576,6,1,0,1,2,120333.0,6,4.0,5.0,5990.0,586,4.0,2.2,9.5,5,3,273,2
7827,9,2015,123,1,1,1,1,1,74553.0,1,5.0,5.0,14999.0,789,4.0,1.2,4.8,2,0,263,1
7828,18,2017,362,0,1,0,4,0,203937.0,0,4.0,7.0,22999.0,1120,4.0,2.8,8.6,0,3,150,2
7829,2,2008,137,6,1,0,2,0,156433.0,6,4.0,5.0,13990.0,2338,4.0,2.0,6.0,4,3,251,1
7830,11,2017,82,5,1,0,4,0,143738.0,5,4.0,5.0,42990.0,907,5.0,3.2,9.2,1,258,88,0
7831,11,2021,82,5,1,0,4,0,52919.0,5,4.0,5.0,59999.0,2339,4.0,2.0,8.0,1,7,85,1
7832,8,2007,79,6,1,0,1,2,213192.0,6,4.0,5.0,8990.0,16,4.0,2.0,8.0,0,3,267,1
7833,7,2009,332,6,1,0,1,1,217994.0,6,4.0,5.0,11950.0,956,6.0,3.5,10.2,4,0,261,1
7834,5,2021,19,6,1,0,1,2,59216.0,6,4.0,5.0,27990.0,41,4.0,2.5,7.8,4,41,88,0
7835,19,2022,236,1,1,0,1,1,28856.0,1,5.0,5.0,42705.0,187,4.0,1.5,5.8,5,10,86,1
7836,15,2016,231,0,1,0,0,1,95605.0,0,4.0,5.0,35950.0,1032,4.0,2.0,8.1,1,0,254,1
7837,3,2004,238,0,1,0,4,2,162199.0,0,4.0,5.0,12990.0,778,6.0,3.7,18.6,4,3,261,1
7838,51,2022,485,2,1,0,2,1,14.0,2,4.0,5.0,315888.0,2340,4.0,2.2,7.6,1,0,263,1
7839,20,2022,90,0,0,0,0,2,2653.0,0,4.0,5.0,57990.0,123,4.0,1.6,7.2,6,0,263,1
7840,16,2014,52,6,1,1,1,2,114045.0,6,4.0,5.0,17490.0,59,4.0,2.0,5.8,4,6,80,1
7841,34,2023,210,5,2,0,4,0,86009.0,5,4.0,5.0,38990.0,1293,4.0,2.0,9.3,0,0,294,1
7842,5,2019,19,6,1,0,1,3,46117.0,6,4.0,5.0,38858.0,485,4.0,2.5,4.2,0,3,279,1
7843,13,2004,165,6,1,0,1,2,112950.0,6,4.0,5.0,6499.0,1602,4.0,2.0,9.1,5,3,268,1
7844,6,2005,6,0,1,0,4,0,176110.0,0,4.0,5.0,25888.0,2341,6.0,2.9,11.3,1,13,261,1
7845,5,2013,8,2,1,0,2,1,110476.0,2,2.0,4.0,27888.0,104,4.0,2.0,7.1,8,10,269,1
7846,5,2016,112,0,1,0,4,0,231818.0,0,4.0,7.0,72990.0,162,8.0,4.5,9.5,0,0,83,2
7847,6,2017,6,0,1,0,0,1,91413.0,0,4.0,5.0,85880.0,2342,6.0,3.0,9.4,1,259,74,1
7848,13,2016,98,1,1,0,1,2,79698.0,1,4.0,5.0,25399.0,2343,4.0,2.2,7.6,0,7,85,1
7849,4,2023,193,0,2,0,1,2,9.0,0,4.0,5.0,47880.0,1118,4.0,2.5,8.1,3,69,74,1
7850,16,2013,35,0,1,0,1,2,112917.0,0,4.0,5.0,22500.0,580,4.0,2.0,6.4,11,3,251,1
7851,5,2021,112,0,1,0,4,0,51770.0,0,4.0,7.0,70880.0,1715,4.0,2.8,7.9,0,3,275,1
7852,16,2014,52,1,1,0,1,2,83421.0,1,5.0,5.0,22950.0,69,4.0,2.0,5.8,3,12,257,1
7853,12,2016,71,0,1,0,0,2,159007.0,0,4.0,5.0,21990.0,1716,4.0,2.5,8.1,1,3,74,1
7854,5,2020,95,5,1,0,4,0,59834.0,5,4.0,5.0,70990.0,1075,4.0,2.8,8.5,4,3,260,1
7855,5,2014,8,2,1,1,2,1,118125.0,2,2.0,4.0,24990.0,8,4.0,2.0,7.8,3,260,80,1
7856,18,2018,139,5,1,1,4,0,140209.0,5,4.0,5.0,31990.0,1967,4.0,2.8,8.1,11,3,83,2
7857,8,2009,9,1,1,1,1,2,129000.0,1,5.0,5.0,7999.0,231,4.0,1.3,5.8,5,3,268,1
7858,10,2020,13,0,1,0,0,2,40361.0,0,4.0,5.0,31990.0,203,4.0,2.4,7.2,3,0,83,2
7859,19,2010,67,0,1,0,0,0,185595.0,0,4.0,7.0,17800.0,183,6.0,3.0,7.8,1,3,267,1
7860,5,2016,41,0,1,0,0,2,96472.0,0,4.0,7.0,44705.0,819,6.0,3.5,10.6,9,10,86,1
7861,1,2022,299,0,1,0,1,2,13270.0,0,4.0,5.0,31890.0,205,4.0,1.5,7.3,3,0,263,1
7862,12,2009,64,1,1,1,0,1,141923.0,1,5.0,5.0,14627.0,659,4.0,2.0,8.9,3,261,261,1
7863,10,2022,13,4,1,0,1,2,51834.0,4,4.0,5.0,38858.0,2344,4.0,2.2,7.6,3,4,279,1
7864,10,2018,50,0,1,0,1,2,111185.0,0,4.0,5.0,21999.0,258,4.0,2.0,7.6,1,6,74,1
7865,23,2022,93,1,2,0,1,2,86009.0,1,5.0,5.0,26990.0,1051,4.0,1.2,4.8,0,3,260,1
7866,27,2019,206,0,1,0,0,1,79501.0,0,4.0,7.0,69388.0,188,6.0,3.5,10.2,5,0,74,1
7867,9,2023,16,5,2,0,3,0,12.0,5,4.0,5.0,59204.0,2345,4.0,2.2,7.6,0,262,274,2
7868,5,2016,10,3,1,0,2,0,213400.0,3,4.0,2.0,27499.0,11,4.0,3.0,8.7,0,3,250,1
7869,5,2015,112,5,1,1,4,0,154213.0,5,2.0,3.0,64990.0,224,8.0,4.5,11.5,0,4,80,1
7870,18,2015,57,6,1,0,2,1,161301.0,6,4.0,5.0,39495.0,163,8.0,6.0,11.8,0,263,74,1
7871,12,2020,64,1,1,0,0,2,63650.0,1,5.0,5.0,27490.0,1333,4.0,2.0,6.6,1,0,281,1
7872,31,2014,363,0,1,0,1,2,87300.0,0,4.0,5.0,14888.0,2346,4.0,2.4,9.8,4,0,261,1
7873,7,2017,170,0,1,0,4,1,81132.0,0,4.0,7.0,39705.0,287,6.0,3.5,10.1,2,10,86,1
7874,7,2022,170,0,0,0,4,1,5090.0,0,4.0,8.0,72490.0,741,6.0,3.5,10.5,2,0,96,1
7875,14,2011,281,0,1,0,4,2,140493.0,0,4.0,5.0,29999.0,707,6.0,3.8,11.9,1,0,261,1
7876,7,2017,22,0,1,0,1,2,112491.0,0,4.0,5.0,19500.0,25,4.0,2.0,6.9,0,0,150,2
7877,10,2019,32,5,1,1,4,0,32832.0,5,4.0,5.0,41900.0,38,4.0,2.4,7.2,0,12,274,2
7878,20,2019,111,6,1,0,2,2,87355.0,6,4.0,5.0,57900.0,168,6.0,3.3,10.2,1,0,274,2
7879,11,2021,107,0,1,0,1,1,8645.0,0,5.0,5.0,29990.0,2291,3.0,1.0,5.3,2,264,249,1
7880,20,2018,144,4,1,0,1,2,110051.0,4,4.0,8.0,33999.0,407,6.0,3.3,11.6,5,6,74,1
7881,18,2019,146,1,1,0,0,1,99832.0,1,5.0,5.0,31970.0,1909,6.0,3.6,9.1,5,0,251,1
7882,35,2016,207,6,1,0,2,1,73998.0,6,4.0,5.0,92900.0,1463,8.0,6.2,15.0,1,3,269,1
7883,3,2010,76,2,1,0,2,1,121110.0,2,2.0,4.0,14888.0,2141,4.0,1.8,9.0,1,3,261,1
7884,13,2017,39,1,1,0,1,2,33784.0,1,4.0,5.0,24450.0,23,4.0,2.0,7.4,5,0,264,1
7885,11,2018,164,2,1,0,2,1,20018.0,2,2.0,4.0,63999.0,403,8.0,5.0,12.7,3,7,74,1
7886,5,2019,19,6,1,0,1,3,60038.0,6,4.0,5.0,40990.0,470,4.0,2.5,4.2,0,3,267,1
7887,11,2018,82,5,1,0,4,0,159175.0,5,4.0,5.0,45990.0,102,5.0,3.2,8.7,0,4,85,1
7888,20,2021,90,0,1,0,1,2,34505.0,0,4.0,5.0,30890.0,367,4.0,2.0,7.9,0,0,96,1
7889,3,2021,300,0,1,0,2,1,42926.0,0,4.0,5.0,64800.0,780,4.0,2.0,7.8,5,244,74,1
7890,10,2017,13,0,1,0,0,0,104000.0,0,4.0,7.0,28400.0,1400,4.0,2.3,6.2,10,0,269,1
7891,23,2019,449,0,1,1,4,2,24577.0,0,2.0,4.0,37705.0,2347,4.0,1.5,6.4,7,12,86,1
7892,5,2019,75,0,1,0,0,2,72082.0,0,5.0,5.0,47998.0,2213,4.0,2.5,7.3,1,265,74,1
7893,2,2019,97,0,1,0,1,0,100368.0,0,4.0,5.0,38990.0,244,4.0,2.0,4.7,0,0,277,2
7894,14,2023,80,0,2,0,1,2,22.0,0,4.0,5.0,42490.0,704,4.0,2.4,7.9,11,3,263,1
7895,2,2019,125,1,1,0,2,1,46147.0,1,5.0,5.0,52880.0,2348,6.0,3.0,7.1,0,28,74,1
7896,18,2017,267,5,1,0,2,2,88974.0,5,2.0,2.0,57000.0,163,8.0,6.2,12.4,0,0,83,2
7897,20,2014,90,0,1,0,1,2,120673.0,0,4.0,5.0,22963.0,313,4.0,2.0,8.8,1,0,261,1
7898,38,2018,390,0,1,0,0,1,44379.0,0,4.0,5.0,91990.0,2349,6.0,3.0,10.9,0,10,274,2
7899,5,2016,112,0,1,0,4,0,113718.0,0,4.0,7.0,48950.0,796,4.0,2.8,8.0,0,4,263,1
7900,1,2022,299,0,2,0,1,3,20.0,0,5.0,5.0,43990.0,1278,4.0,1.5,1.7,1,0,261,1
7901,3,2016,340,0,1,0,0,1,79288.0,0,4.0,5.0,49868.0,2350,4.0,2.0,7.2,1,7,86,1
7902,5,2018,27,1,1,0,1,3,17580.0,1,5.0,5.0,32888.0,470,4.0,1.8,4.2,0,0,281,1
7903,26,2019,105,5,1,0,4,0,116314.0,5,4.0,5.0,39975.0,262,4.0,3.0,7.9,0,3,280,1
7904,20,2020,90,0,1,0,1,2,35734.0,0,4.0,5.0,33888.0,367,4.0,2.0,7.9,2,0,263,1
7905,3,2022,300,0,1,0,2,1,24532.0,0,4.0,5.0,71800.0,780,4.0,2.0,8.0,4,0,257,1
7906,18,2016,139,5,1,0,4,0,91448.0,5,4.0,5.0,32499.0,17,4.0,2.8,9.0,0,6,74,1
7907,1,2023,299,0,2,0,3,2,23.0,0,4.0,5.0,44690.0,846,4.0,2.2,7.6,4,0,269,1
7908,19,2022,313,4,0,0,0,3,2147.0,4,4.0,5.0,299990.0,2351,8.0,4.0,11.7,2,266,83,2
7909,4,2012,442,3,1,1,1,0,261578.0,3,4.0,5.0,18850.0,2352,4.0,2.2,7.6,5,4,250,1
7910,11,2018,82,5,1,0,4,0,110585.0,5,4.0,5.0,48888.0,2353,5.0,3.2,8.7,1,3,274,2
7911,10,2018,13,0,1,0,0,2,68525.0,0,4.0,5.0,26990.0,1924,4.0,2.4,7.2,0,0,281,1
7912,5,2002,27,1,1,0,1,2,95100.0,1,5.0,5.0,9900.0,1152,4.0,1.8,7.8,5,3,268,1
7913,5,2019,112,5,1,1,4,0,48930.0,5,2.0,2.0,93970.0,162,8.0,4.5,10.7,0,4,251,1
7914,20,2017,144,3,1,0,1,0,82000.0,3,4.0,5.0,42000.0,1853,4.0,2.2,7.6,0,10,274,2
7915,11,2013,82,5,1,0,4,0,198231.0,5,4.0,5.0,21999.0,275,4.0,2.2,9.4,0,3,150,2
7916,11,2022,82,5,1,0,4,0,18412.0,5,4.0,4.0,72888.0,1377,4.0,2.0,7.6,2,12,265,1
7917,18,2009,57,4,1,0,2,2,186000.0,4,4.0,5.0,19990.0,761,4.0,2.2,7.6,1,0,151,1
7918,11,2000,36,6,1,0,2,2,84923.0,6,4.0,5.0,11990.0,99,6.0,4.0,11.5,0,4,261,1
7919,9,2016,188,4,1,0,1,0,102300.0,4,4.0,7.0,55990.0,1244,4.0,2.0,6.5,1,0,264,1
7920,5,2005,95,5,1,0,4,0,309107.0,5,4.0,5.0,19490.0,129,4.0,3.0,9.5,0,4,250,1
7921,35,2013,207,6,1,0,2,1,188547.0,6,4.0,5.0,51490.0,2355,8.0,6.2,13.9,1,21,80,1
7922,18,2013,160,6,1,0,1,2,80423.0,6,4.0,5.0,13990.0,201,4.0,1.6,6.3,5,10,86,1
7923,27,2021,121,6,1,0,2,1,18936.0,6,4.0,5.0,67490.0,252,4.0,2.0,8.2,5,0,281,1
7924,13,2016,577,6,1,0,2,2,135771.0,6,4.0,5.0,24690.0,2356,6.0,3.8,11.2,5,7,96,1
7925,1,2022,299,0,2,0,3,5,23.0,0,4.0,5.0,49690.0,2295,4.0,2.2,7.6,0,0,269,1
7926,19,2019,304,4,1,0,0,1,34660.0,4,4.0,5.0,119990.0,2357,6.0,2.9,8.9,4,0,264,1
7927,11,2015,82,5,1,0,4,0,265147.0,5,4.0,5.0,19990.0,275,4.0,2.2,9.4,11,3,83,2
7928,20,2021,108,0,1,0,0,0,30738.0,0,4.0,7.0,57990.0,1350,4.0,2.2,6.1,2,0,74,1
7929,3,2013,106,1,1,0,1,0,105000.0,1,5.0,5.0,24877.0,151,4.0,1.8,4.6,5,0,269,1
7930,18,2015,43,8,1,0,1,1,138834.0,8,2.0,4.0,16950.0,1881,4.0,1.6,7.5,5,3,301,1
7931,5,2020,27,6,1,0,1,3,58712.0,6,4.0,5.0,32490.0,470,4.0,1.8,3.5,5,0,281,1
7932,7,2015,170,0,1,0,1,1,106085.0,0,4.0,7.0,21990.0,320,6.0,3.5,9.9,4,3,267,1
7933,5,2016,112,0,1,1,4,0,98245.0,0,4.0,5.0,82888.0,2358,8.0,4.5,10.7,0,4,263,1
7934,5,2007,27,1,1,0,1,2,176897.0,1,5.0,5.0,12496.0,161,4.0,1.8,7.7,11,3,302,1
7935,26,2015,105,5,1,0,2,0,95211.0,5,4.0,5.0,27888.0,760,4.0,3.0,7.9,0,4,263,1
7936,10,2019,50,0,1,0,1,2,33181.0,0,4.0,5.0,27500.0,222,4.0,2.0,7.6,0,0,276,1
7937,13,2017,42,0,1,0,1,2,145937.0,0,4.0,7.0,29888.0,534,6.0,3.3,10.5,0,0,277,2
7938,10,2008,45,1,1,1,1,2,152072.0,1,5.0,5.0,6999.0,132,4.0,2.0,7.9,5,0,303,1
7939,23,2023,449,0,1,1,0,4,11.0,0,2.0,4.0,42000.0,1983,4.0,1.5,6.4,6,0,272,2
7940,5,2017,41,4,1,0,3,2,92461.0,4,4.0,5.0,38990.0,2247,4.0,2.2,7.6,3,0,85,1
7941,16,2022,426,0,1,0,0,0,10249.0,0,4.0,7.0,61990.0,2359,4.0,2.2,6.0,3,10,80,1
7942,10,2006,126,0,1,1,4,0,342530.0,0,4.0,7.0,12975.0,685,4.0,3.2,0.0,0,3,280,1
7943,7,2021,94,5,1,0,4,0,63638.0,5,4.0,5.0,49999.0,147,4.0,2.3,7.9,0,0,263,1
7944,12,2017,177,6,1,1,0,1,77502.0,6,4.0,5.0,49990.0,2360,4.0,2.5,10.4,0,0,83,2
7945,5,2011,112,0,1,0,4,0,221604.0,0,4.0,7.0,34999.0,796,4.0,3.0,8.5,0,4,261,1
7946,5,2011,10,7,1,0,2,0,164915.0,7,3.0,14.0,35988.0,46,4.0,3.0,8.0,0,3,304,1
7947,5,2007,27,1,1,0,1,2,175184.0,1,5.0,5.0,11990.0,41,4.0,1.8,7.7,0,0,261,1
7948,2,2015,169,0,1,0,0,0,62987.0,0,4.0,5.0,47880.0,319,6.0,3.0,6.2,0,28,74,1
7949,20,2020,102,1,1,0,1,2,57216.0,1,5.0,5.0,20990.0,124,4.0,2.0,7.4,5,3,88,0
7950,15,2019,381,0,1,0,0,1,90960.0,0,4.0,5.0,36990.0,1422,4.0,2.0,7.4,4,116,83,2
7951,31,2020,147,1,1,0,1,2,40532.0,1,3.0,4.0,21950.0,450,4.0,1.2,4.8,3,3,302,1
7952,27,1998,578,6,1,0,1,1,149123.0,6,4.0,5.0,7888.0,124,6.0,3.0,11.5,2,3,256,1
7953,11,2008,36,5,1,0,2,7,205317.0,5,2.0,2.0,13888.0,2361,6.0,4.0,15.1,5,3,302,1
7954,16,2017,35,0,1,0,0,0,27154.0,0,4.0,5.0,34990.0,149,4.0,2.2,5.7,4,193,88,0
7955,11,2017,257,0,1,0,2,0,75041.0,0,4.0,5.0,39499.0,599,5.0,3.2,8.4,5,6,74,1
7956,31,2013,147,8,1,0,1,1,75164.0,8,2.0,4.0,10990.0,16,4.0,1.4,6.3,1,0,305,1
7957,12,2019,54,0,1,0,0,2,30727.0,0,4.0,5.0,36490.0,921,4.0,2.0,7.0,0,0,83,2
7958,10,2015,32,5,1,1,4,0,214470.0,5,4.0,5.0,19999.0,432,4.0,2.5,8.3,0,4,250,1
7959,8,2009,118,6,1,0,1,2,208052.0,6,4.0,5.0,12990.0,2362,4.0,2.4,8.8,11,3,306,1
7960,20,2019,422,0,1,0,0,2,78121.0,0,4.0,5.0,36990.0,2363,4.0,1.6,7.6,4,3,267,1
7961,16,2018,426,0,1,0,0,0,123124.0,0,4.0,7.0,39990.0,1501,4.0,2.2,6.0,3,0,77,1
7962,3,2019,104,6,1,0,2,2,40960.0,6,4.0,5.0,56990.0,567,4.0,2.0,7.0,2,10,262,1
7963,11,2010,15,1,1,1,1,2,145800.0,1,5.0,5.0,7990.0,309,4.0,1.6,6.1,0,3,261,1
7964,16,2021,72,0,1,0,1,2,26958.0,0,4.0,5.0,28990.0,1317,4.0,2.0,6.3,0,0,80,1
7965,20,2019,90,0,1,0,0,2,71743.0,0,4.0,5.0,38490.0,123,4.0,2.4,8.5,0,0,281,1
7966,7,2015,26,0,1,0,1,2,142653.0,0,4.0,5.0,18750.0,484,4.0,2.5,7.9,1,4,307,2
7967,5,2005,112,0,1,1,4,0,297300.0,0,2.0,11.0,34999.0,1855,6.0,4.2,0.0,0,4,263,1
7968,20,2018,111,6,1,0,2,2,109163.0,6,4.0,5.0,47705.0,168,6.0,3.3,10.2,2,26,86,1
7969,20,2021,90,0,1,0,0,0,17121.0,0,4.0,5.0,64990.0,123,4.0,2.0,6.3,4,0,74,1
7970,12,2012,54,0,1,1,0,2,185230.0,0,4.0,5.0,13999.0,64,4.0,2.0,7.3,5,3,292,2
7971,5,2003,27,1,1,0,1,2,191421.0,1,5.0,5.0,7999.0,1152,4.0,1.8,7.8,11,3,308,1
7972,16,2021,352,0,1,0,1,2,6979.0,0,4.0,5.0,35498.0,1043,4.0,2.0,6.5,2,6,74,1
7973,3,2014,579,0,1,0,0,1,107800.0,0,4.0,7.0,62990.0,965,8.0,5.5,12.3,5,3,254,1
7974,43,2022,580,6,1,0,2,1,3751.0,6,4.0,5.0,99888.0,2364,6.0,3.3,10.2,0,0,263,1
7975,3,2022,300,0,1,0,2,1,25507.0,0,4.0,5.0,72800.0,780,4.0,2.0,8.0,2,244,257,1
7976,16,2007,84,1,1,0,1,2,197765.0,1,5.0,5.0,9999.0,69,4.0,1.5,6.8,11,3,308,1
7977,20,2021,422,0,1,0,1,2,29890.0,0,4.0,5.0,34999.0,1776,4.0,2.0,6.8,2,20,74,1
7978,5,2020,27,1,1,0,1,3,57270.0,1,5.0,5.0,28990.0,380,4.0,1.8,4.2,0,41,88,0
7979,5,2020,19,6,1,0,1,3,45220.0,6,4.0,5.0,39950.0,485,4.0,2.5,4.2,0,3,302,1
7980,5,2019,112,5,1,1,4,0,75501.0,5,2.0,3.0,78990.0,224,8.0,4.5,10.7,0,4,83,2
7981,19,2018,67,0,1,0,0,0,156322.0,0,4.0,7.0,48990.0,506,6.0,3.0,5.9,5,0,83,2
7982,5,2005,240,1,1,0,1,2,80923.0,1,5.0,5.0,8999.0,2266,4.0,1.3,6.7,5,3,309,2
7983,3,2022,412,1,1,0,1,2,3785.0,1,5.0,5.0,59800.0,2214,4.0,1.3,5.7,0,267,257,1
7984,11,2020,164,1,1,0,2,2,11487.0,1,2.0,4.0,59990.0,310,4.0,2.3,9.5,3,0,74,1
7985,8,2002,38,0,1,0,4,2,245388.0,0,4.0,5.0,6990.0,173,4.0,2.4,9.0,4,4,250,1
7986,7,2017,94,5,1,0,4,0,98350.0,5,4.0,5.0,40990.0,2365,4.0,2.3,7.0,3,0,85,1
7987,18,2018,57,1,1,0,1,1,54000.0,1,5.0,5.0,29950.0,241,4.0,2.0,7.6,0,3,302,1
7988,3,2021,300,0,1,0,2,1,20830.0,0,4.0,5.0,69800.0,780,4.0,2.0,7.8,0,244,257,1
7989,27,2014,408,6,1,0,2,1,139898.0,6,4.0,5.0,26990.0,160,6.0,2.5,9.2,2,3,267,1
7990,16,2008,81,0,1,0,4,2,176879.0,0,4.0,7.0,13999.0,291,6.0,3.7,13.0,0,0,305,1
7991,2,2016,65,0,1,0,0,1,50800.0,0,5.0,5.0,46932.0,476,4.0,2.0,7.3,0,0,261,1
7992,1,2022,299,0,2,0,1,3,10.0,0,4.0,5.0,49990.0,1351,4.0,1.5,1.7,5,0,261,1
7993,13,2015,88,1,1,0,1,2,103217.0,1,5.0,5.0,15410.0,23,4.0,1.6,6.4,0,3,310,1
7994,3,2023,104,2,1,0,2,2,8008.0,2,2.0,4.0,99800.0,2366,4.0,2.0,7.0,2,7,257,1
7995,16,2006,344,8,1,1,2,1,196657.0,8,2.0,2.0,17790.0,2367,4.0,2.0,8.5,2,4,250,1
7996,10,2013,45,6,1,1,1,2,53414.0,6,4.0,5.0,16490.0,14,4.0,2.0,6.9,1,3,311,2
7997,5,2019,41,0,1,0,1,2,56006.0,0,4.0,7.0,48850.0,1657,6.0,3.5,9.1,2,239,264,1
7998,9,2013,196,0,1,0,0,0,130000.0,0,4.0,5.0,31999.0,477,6.0,3.0,7.2,10,3,302,1
7999,3,2019,104,2,1,0,2,2,31359.0,2,2.0,4.0,67868.0,567,4.0,2.0,7.0,5,244,86,1
8000,18,2005,420,5,1,0,2,2,250131.0,5,4.0,5.0,10989.0,124,6.0,3.6,0.0,1,3,273,2
8001,3,2023,499,3,1,0,2,0,501.0,3,5.0,2.0,69800.0,2368,4.0,2.0,7.1,0,0,255,1
8002,12,2012,54,0,1,1,0,2,110900.0,0,4.0,5.0,13999.0,137,4.0,2.0,7.3,5,3,93,2
8003,5,2000,95,5,1,1,4,0,241621.0,5,2.0,3.0,19990.0,173,4.0,3.0,0.0,0,38,264,1
8004,3,2021,412,6,1,0,1,2,29087.0,6,4.0,5.0,49990.0,1336,4.0,1.3,5.7,2,0,74,1
8005,18,2016,57,6,1,0,2,2,60712.0,6,4.0,5.0,29888.0,745,6.0,3.6,9.5,1,3,312,2
8006,51,2021,387,5,1,0,4,2,40096.0,5,4.0,5.0,145900.0,1580,8.0,6.2,0.0,1,3,269,1
8007,28,2018,383,6,1,0,2,1,94507.0,6,4.0,5.0,34888.0,2369,4.0,2.0,6.3,0,0,312,2
8008,5,2021,328,0,1,0,4,0,32875.0,0,4.0,7.0,69490.0,1979,4.0,2.8,7.6,0,3,260,1
8009,14,2023,281,0,0,0,4,2,3732.0,0,4.0,5.0,87490.0,913,6.0,3.6,9.7,0,3,263,1
8010,8,2016,38,0,1,0,1,2,46617.0,0,4.0,5.0,24991.0,2370,4.0,2.0,7.7,0,3,99,2
8011,7,2013,178,0,1,1,1,2,83477.0,0,4.0,5.0,17990.0,399,4.0,2.0,8.1,11,3,261,1
8012,5,2023,75,0,1,0,1,3,50.0,0,5.0,5.0,70500.0,870,4.0,2.5,4.8,2,0,269,1
8013,19,2018,150,0,1,0,0,1,68954.0,0,4.0,5.0,43490.0,588,4.0,2.0,7.3,6,0,274,2
8014,13,2016,88,1,1,0,1,2,111236.0,1,5.0,5.0,14888.0,23,4.0,1.4,6.2,3,0,313,1
8015,7,2016,26,0,1,0,1,2,104922.0,0,4.0,5.0,26999.0,484,4.0,2.5,7.9,0,3,269,1
8016,14,2022,367,5,1,0,4,2,11980.0,5,4.0,5.0,74977.0,2129,6.0,3.6,12.4,6,0,269,1
8017,10,2015,50,0,1,0,4,0,159820.0,0,4.0,5.0,18990.0,1083,4.0,2.3,7.4,3,3,285,1
8018,13,2016,88,1,1,0,1,2,223343.0,1,5.0,5.0,12990.0,23,4.0,1.4,6.2,0,3,301,1
8019,5,2016,95,5,1,0,4,0,260180.0,5,4.0,5.0,41900.0,129,4.0,2.8,8.5,5,0,269,1
8020,22,2021,158,0,1,0,1,1,36563.0,0,4.0,5.0,28490.0,1420,3.0,1.2,6.1,0,3,88,0
8021,20,2021,144,4,1,0,1,0,122545.0,4,4.0,8.0,42888.0,124,4.0,2.2,6.5,2,0,277,2
8022,16,2009,40,4,1,0,1,1,200729.0,4,4.0,5.0,11499.0,99,4.0,2.5,8.9,5,3,314,2
8023,27,2021,365,6,1,2,2,3,37340.0,6,4.0,5.0,74873.0,2371,4.0,2.5,5.1,2,1,74,1
8024,3,2022,34,1,1,0,0,1,2189.0,1,5.0,5.0,64868.0,272,4.0,2.0,6.8,7,0,86,1
8025,1,2020,299,0,1,0,1,1,20204.0,0,4.0,5.0,29900.0,322,4.0,2.2,7.6,3,0,274,2
8026,5,2013,28,1,1,0,1,2,169747.0,1,5.0,5.0,13499.0,62,4.0,1.3,6.3,3,3,248,1
8027,30,2012,140,1,1,0,1,0,141124.0,1,5.0,5.0,12950.0,250,4.0,2.0,5.5,2,4,313,1
